,abv,ibu,name,style,brewery_id,ounces
751,0.049,25.0,Dottie Seattle Lager,American Amber / Red Lager,516,16.0
758,0.043,60.0,Little Sister India Style Session Ale,American IPA,170,12.0
759,0.062,80.0,Country Boy IPA,American IPA,170,12.0
760,0.049,23.0,Blonde Czich,American Blonde Ale,26,16.0
761,0.07,61.0,White Reaper,Belgian IPA,26,16.0
765,0.054000000000000006,48.0,General George Patton Pilsner,Czech Pilsener,26,16.0
771,0.05,32.0,Iron Horse Pale Ale,American Pale Ale (APA),335,12.0
772,0.045,19.0,Stone's Throw IPA,Scottish Ale,335,12.0
773,0.067,70.0,Wood Chipper India Pale Ale,American IPA,335,12.0
774,0.063,55.0,Trail Head,American Pale Ale (APA),224,12.0
775,0.07,80.0,Hop Stalker Fresh Hop IPA,American IPA,224,16.0
776,0.07,58.0,Sudice American Stout,American Stout,405,16.0
777,0.05,20.0,Parcae Belgian Style Pale Ale,Belgian Pale Ale,405,16.0
778,0.05,20.0,Norns Roggenbier,Roggenbier,405,16.0
779,0.05,20.0,Laimas Kölsch Style Ale,Kölsch,405,16.0
780,0.07,70.0,Moirai India Pale Ale,American IPA,405,16.0
781,0.075,53.0,Loki Red Ale,American Amber / Red Ale,201,16.0
784,0.075,53.0,Loki Red Ale (2013),American Amber / Red Ale,201,16.0
789,0.08199999999999999,80.0,Second Fiddle,American Double / Imperial IPA,172,16.0
790,0.055,30.0,Hodad Porter,American Porter,172,16.0
792,0.055,45.0,Czech Yo Self,Czech Pilsener,36,12.0
793,0.048,20.0,FMB 101,Kölsch,36,12.0
795,0.08,80.0,Sobek & Set,American Black Ale,256,16.0
797,0.05,22.0,Wet Hot American Wheat Ale,American Pale Wheat Ale,256,16.0
799,0.08,72.0,Fascist Pig Ale,American Amber / Red Ale,256,16.0
804,0.045,47.0,Easy Jack,American IPA,48,12.0
805,0.075,75.0,Union Jack,American IPA,48,12.0
808,0.047,20.0,805,American Blonde Ale,48,12.0
810,0.05,27.0,Hinchtown Hammer Down,American Blonde Ale,16,16.0
811,0.06,104.0,Half Cycle IPA,American IPA,16,16.0
814,0.071,60.0,Snake Dog IPA,American IPA,521,12.0
815,0.047,28.0,Underdog Atlantic Lager,American Pale Lager,521,12.0
817,0.07,70.0,Flying Mouse 4,American IPA,50,12.0
822,0.05,18.0,What the Butler Saw,Witbier,217,12.0
823,0.069,65.0,1916 Shore Shiver,American IPA,217,12.0
835,0.07400000000000001,97.0,Vortex IPA,American IPA,206,16.0
837,0.047,19.0,Park,American Pale Wheat Ale,4,12.0
838,0.056,16.0,Westfalia,American Amber / Red Ale,4,12.0
839,0.046,17.0,KSA,Kölsch,4,12.0
840,0.063,42.0,Villager,American IPA,4,12.0
841,0.085,50.0,Dirty Bastard,Scotch Ale / Wee Heavy,15,12.0
842,0.07200000000000001,65.0,Centennial IPA,American IPA,15,12.0
843,0.047,42.0,All Day IPA,American IPA,15,12.0
844,0.076,73.0,El Chingon IPA,American IPA,287,12.0
845,0.057,40.0,Block Party Robust Porter,American Porter,287,12.0
846,0.052000000000000005,20.0,Local Buzz,American Blonde Ale,287,12.0
850,0.064,90.0,The Gadget,American IPA,22,16.0
852,0.052000000000000005,17.0,Sunbru Kölsch,Kölsch,160,12.0
855,0.042,9.0,Four Peaks Peach Ale,Fruit / Vegetable Beer,160,12.0
856,0.067,47.0,Hop Knot IPA,American IPA,160,12.0
857,0.06,21.0,Kilt Lifter Scottish-Style Ale (2009),Scottish Ale,160,12.0
860,0.05,28.0,Suncaster Summer Wheat,American Pale Wheat Ale,105,12.0
861,0.057,36.0,Brass Knuckle Pale Ale,American Pale Ale (APA),105,12.0
862,0.07,70.0,Big Star White IPA,American White IPA,105,12.0
864,0.069,69.0,Batch 69 IPA,American IPA,253,12.0
865,0.055,18.0,Twisted Helles Summer Lager,Munich Helles Lager,253,12.0
867,0.065,33.0,Texicali ,American Brown Ale,66,12.0
869,0.042,20.0,Bat Outta Helles,Munich Helles Lager,66,12.0
871,0.042,10.0,Rye Wit,Witbier,66,12.0
872,0.059,70.0,Soul Doubt,American IPA,66,12.0
873,0.044,5.0,Yo Soy Un Berliner,Berliner Weissbier,66,12.0
877,0.065,35.0,Harvest Ale,Saison / Farmhouse Ale,460,12.0
878,0.065,45.0,Fremont Summer Ale,American Pale Ale (APA),460,12.0
879,0.056,30.0,Universale Pale Ale,American Pale Ale (APA),460,12.0
880,0.065,80.0,Interurban IPA,American IPA,460,12.0
881,0.053,32.0,Gateway Kolsch Style Ale,Kölsch,433,12.0
882,0.07,24.0,Wee-Heavy-Er Scotch Ale,Scotch Ale / Wee Heavy,433,12.0
883,0.052000000000000005,42.0,13 Rebels ESB,Extra Special / Strong Bitter (ESB),433,12.0
884,0.07,73.0,Salamander Slam,American IPA,180,16.0
886,0.07200000000000001,50.0,No Wake IPA,American IPA,228,12.0
887,0.049,15.0,Boathouse Blonde,American Blonde Ale,228,12.0
888,0.05,26.0,Cedar Point,American Amber / Red Ale,228,12.0
889,0.067,70.0,Clean Shave IPA,American IPA,106,12.0
890,0.07200000000000001,75.0,Might As Well IPL,American Pale Lager,240,16.0
891,0.058,35.0,Saison Pamplemousse,Saison / Farmhouse Ale,240,12.0
892,0.07400000000000001,74.0,2020 IPA,American IPA,240,16.0
893,0.08,70.0,Wolf Among Weeds IPA,American IPA,240,16.0
894,0.094,92.0,Better Weather IPA,American IPA,240,16.0
895,0.059,60.0,Point the Way IPA,American IPA,240,16.0
896,0.046,15.0,Golden Road Hefeweizen,Hefeweizen,240,16.0
897,0.068,65.0,Heal the Bay IPA,American IPA,240,16.0
898,0.059,60.0,Point the Way IPA,American IPA,240,12.0
900,0.055,20.0,Get Up Offa That Brown,American Brown Ale,240,16.0
901,0.08,70.0,Burning Bush Smoked IPA,American IPA,240,16.0
902,0.08,70.0,Wolf Among Weeds IPA (2012),American IPA,240,16.0
903,0.059,60.0,Point the Way IPA (2012),American IPA,240,16.0
904,0.046,15.0,Golden Road Hefeweizen (2012),Hefeweizen,240,16.0
905,0.07,11.0,Vanilla Porter,American Porter,39,16.0
906,0.07,70.0,Descender IPA,American IPA,464,12.0
907,0.06,18.0,Sweet As Pacific Ale,American Pale Wheat Ale,464,12.0
908,0.056,36.0,Good People Pale Ale,American Pale Ale (APA),478,12.0
909,0.093,103.0,Snake Handler Double IPA,American Double / Imperial IPA,478,12.0
910,0.06,54.0,Coffee Oatmeal Stout,Oatmeal Stout,478,12.0
911,0.06,64.0,Good People IPA,American IPA,478,12.0
912,0.058,36.0,Good People American Brown Ale,American Brown Ale,478,12.0
913,0.055,40.0,Mountain Rescue Pale Ale,American Pale Ale (APA),194,12.0
914,0.059,55.0,Goose Island India Pale Ale,American IPA,196,12.0
915,0.054000000000000006,30.0,312 Urban Pale Ale,American Pale Ale (APA),88,16.0
916,0.054000000000000006,30.0,312 Urban Pale Ale,American Pale Ale (APA),88,12.0
917,0.042,18.0,312 Urban Wheat Ale,American Pale Wheat Ale,88,16.0
918,0.042,18.0,312 Urban Wheat Ale,American Pale Wheat Ale,88,12.0
919,0.042,20.0,312 Urban Wheat Ale (2012),American Pale Wheat Ale,88,12.0
920,0.052000000000000005,19.0,Beaver Logger,American Pale Lager,420,12.0
925,0.043,21.0,Monarch Classic American Wheat,American Pale Wheat Ale,213,12.0
926,0.049,21.0,Sir William's English Brown Ale,English Brown Ale,213,12.0
927,0.055,35.0,Lakefire Rye Pale Ale,American Pale Ale (APA),213,12.0
928,0.053,22.0,Beer Agent Re-Ignition,American Blonde Ale,165,16.0
929,0.057,18.0,Cherry Ale,Fruit / Vegetable Beer,165,16.0
930,0.056,33.0,Bourbon Barrel Aged Coconut Porter,American Porter,165,16.0
931,0.062,60.0,Great Crescent IPA,American IPA,165,16.0
932,0.057,27.0,Aurora Lager,Dortmunder / Export Lager,165,16.0
933,0.053,22.0,Great Crescent Blonde Ale,American Blonde Ale,165,16.0
934,0.056,33.0,Great Crescent Coconut Porter,American Porter,165,16.0
935,0.057,25.0,Great Crescent Oktoberfest Lager,Märzen / Oktoberfest,165,16.0
936,0.045,36.0,Great Crescent Brown Ale,American Brown Ale,165,16.0
937,0.057,18.0,Cherry Ale (1),Fruit / Vegetable Beer,165,16.0
938,0.057,27.0,Aurora Lager (2011),Dortmunder / Export Lager,165,16.0
939,0.06,25.0,Frosted Fields Winter Wheat,American Dark Wheat Ale,165,16.0
940,0.051,13.0,Great Crescent Belgian Style Wit,Witbier,165,16.0
941,0.075,65.0,Bourbon's Barrel Stout,American Stout,165,16.0
942,0.08,66.0,Great Crescent Stout,English Stout,165,16.0
943,0.056,33.0,Great Crescent Coconut Porter (2012),American Porter,165,16.0
944,0.057,23.0,Great Crescent Dark Lager,Euro Dark Lager,165,16.0
945,0.042,26.0,Great Crescent Mild Ale,English Dark Mild Ale,165,16.0
946,0.062,60.0,Great Crescent IPA (2011),American IPA,165,16.0
947,0.053,22.0,Great Crescent Blonde Ale (2011),American Blonde Ale,165,16.0
954,0.095,75.0,Yeti  Imperial Stout,Russian Imperial Stout,6,12.0
957,0.045,15.0,Black Star Double Hopped Golden Lager (24 oz.),American Pale Lager,543,24.0
958,0.045,15.0,Black Star Double Hopped Golden Lager (12 oz.),American Pale Lager,543,12.0
959,0.052000000000000005,49.0,Commotion APA,American Pale Ale (APA),269,12.0
961,0.05,5.0,Chickawawa Lemonale,Fruit / Vegetable Beer,365,12.0
962,0.07,22.0,Barrel Aged Farmer,American Brown Ale,365,16.0
965,0.048,20.0,Dos Pistolas,Vienna Lager,365,12.0
966,0.05,30.0,Owney Irish Style Red Ale,Irish Red Ale,365,16.0
968,0.055,10.0,Widespread Wit,Witbier,365,16.0
969,0.054000000000000006,30.0,Roller Dam Red Ale,Irish Red Ale,365,16.0
970,0.053,48.0,483 Pale Ale,American Pale Ale (APA),365,16.0
971,0.09,99.0,Hop A Potamus Double Dark Rye Pale Ale,Rye Beer,365,16.0
972,0.07,22.0,Farmer Brown Ale,American Brown Ale,365,16.0
973,0.07,70.0,Big Cock IPA,American IPA,365,16.0
974,0.059,25.0,Oktoberfest,Märzen / Oktoberfest,365,16.0
975,0.048,25.0,40th Annual Bix Street Fest Copper Ale (Current),American Amber / Red Ale,365,16.0
976,0.06,36.0,Redband Stout,American Stout,365,16.0
977,0.053,48.0,483 Pale Ale (2010),American Pale Ale (APA),365,16.0
978,0.054000000000000006,30.0,Roller Dam Red Ale (2010),Irish Red Ale,365,16.0
979,0.05,30.0,Pablo Beach Pale Ale,American Pale Ale (APA),466,12.0
980,0.057,44.0,Wild Trail Pale Ale,American Pale Ale (APA),156,12.0
981,0.067,71.0,Mothman Black IPA,American Black Ale,156,12.0
983,0.085,69.0,Captain's Daughter,American Double / Imperial IPA,86,12.0
985,0.06,54.0,Flying Jenny Extra Pale Ale,American Pale Ale (APA),379,12.0
986,0.04,20.0,Hazy Day Belgian-Style Wit,Witbier,379,16.0
988,0.06,34.0,Leaning Chimney Smoked Porter,American Porter,379,16.0
989,0.06,54.0,Flying Jenny Extra Pale Ale (2012),American Pale Ale (APA),379,12.0
990,0.049,22.0,Flagship Ale,Cream Ale,379,12.0
991,0.045,6.0,Mr. Blue Sky,American Pale Wheat Ale,124,16.0
993,0.05,25.0,Screamin’ Pumpkin,Pumpkin Ale,124,16.0
994,0.05,35.0,Grand Trunk Bohemian Pils,Czech Pilsener,124,16.0
995,0.065,25.0,El Rojo,American Amber / Red Ale,124,16.0
997,0.05,35.0,Grind Line,American Pale Ale (APA),124,16.0
998,0.04,55.0,Norm's Gateway IPA,American IPA,124,12.0
1000,0.063,43.0,Little Red Cap,Altbier,144,12.0
1001,0.069,67.0,Supergoose IPA,American IPA,290,12.0
1011,0.07,40.0,Pursuit,American IPA,248,12.0
1012,0.052000000000000005,18.0,Half Full Bright Ale,American Blonde Ale,248,12.0
1013,0.046,17.0,Orange Wheat,Fruit / Vegetable Beer,476,12.0
1014,0.043,14.0,Hangar 24 Helles Lager,Munich Helles Lager,476,12.0
1015,0.075,70.0,The Great Return,American IPA,343,16.0
1016,0.044,18.0,Hardywood Cream Ale,Cream Ale,343,12.0
1017,0.056,55.0,Capital Trail Pale Ale,American Pale Ale (APA),343,12.0
1018,0.052000000000000005,15.0,UFO Gingerland,Herbed / Spiced Beer,234,12.0
1019,0.062,45.0,The Long Thaw White IPA,American White IPA,234,12.0
1021,0.05,28.0,Harpoon Summer Beer,Kölsch,234,12.0
1022,0.059,42.0,Harpoon IPA,American IPA,234,12.0
1023,0.059,20.0,UFO Pumpkin,Pumpkin Ale,234,12.0
1024,0.055,30.0,Harpoon Octoberfest,Märzen / Oktoberfest,234,12.0
1025,0.059,42.0,Harpoon IPA (2012),American IPA,234,12.0
1026,0.05,28.0,Harpoon Summer Beer (2012),Kölsch,234,12.0
1027,0.048,10.0,UFO White,American Pale Wheat Ale,234,12.0
1028,0.05,28.0,Harpoon Summer Beer (2010),Kölsch,234,12.0
1029,0.059,42.0,Harpoon IPA (2010),American IPA,234,12.0
1037,0.076,65.0,Groupe G,Belgian IPA,280,16.0
1038,0.062,40.0,Pt. Bonita Rustic Lager,American Pale Lager,280,16.0
1039,0.08800000000000001,77.0,Hill 88 Double IPA,American Double / Imperial IPA,280,16.0
1040,0.07200000000000001,45.0,Loose Cannon,American IPA,479,12.0
1041,0.06,30.0,AARGHtoberfest!,Märzen / Oktoberfest,479,12.0
1043,0.063,30.0,Grazias,Cream Ale,423,16.0
1044,0.08,86.0,Habitus IPA,American IPA,423,16.0
1045,0.099,85.0,Ex Umbris Rye Imperial Stout,American Double / Imperial Stout,423,16.0
1046,0.063,21.0,The Golden One,American Pilsner,168,12.0
1047,0.07,68.0,The Power of Zeus,American Pale Ale (APA),168,12.0
1048,0.044,22.0,Tonganoxie Honey Wheat,American Pale Wheat Ale,500,12.0
1051,0.045,32.0,The 12th Can™,American Pale Ale (APA),362,16.0
1052,0.055,34.0,Hilliard's Pils,Czech Pilsener,362,16.0
1053,0.049,20.0,Hilliard's Blonde,American Blonde Ale,362,16.0
1054,0.055,60.0,Hilliard's Amber Ale,American Amber / Red Ale,362,16.0
1055,0.066,30.0,Hilliard's Saison,Saison / Farmhouse Ale,362,16.0
1057,0.042,25.0,Provision,Saison / Farmhouse Ale,297,12.0
1058,0.047,28.0,One Nut Brown,American Brown Ale,297,12.0
1059,0.058,45.0,Hop Farm IPA,American IPA,297,12.0
1060,0.049,20.0,Double D Blonde,American Blonde Ale,198,12.0
1061,0.078,60.0,Festeroo Winter Ale,American Strong Ale,198,12.0
1062,0.063,70.0,Proxima IPA,American IPA,198,12.0
1063,0.049,20.0,Double D Blonde (2013),American Blonde Ale,198,12.0
1064,0.048,13.0,541 American Lager,American Pale Lager,198,12.0
1065,0.065,90.0,Alphadelic IPA,American IPA,198,12.0
1066,0.065,90.0,Alphadelic IPA (2011),American IPA,198,12.0
1067,0.049,20.0,Double D Blonde (2011),American Blonde Ale,198,12.0
1070,0.051,40.0,Alteration,Altbier,395,12.0
1071,0.06,50.0,Pale Dog,American Pale Ale (APA),395,12.0
1074,0.027000000000000003,21.0,Totally Radler,Radler,80,16.0
1075,0.039,20.0,Nonstop Hef Hop,American Pale Wheat Ale,80,16.0
1076,0.039,20.0,Nonstop Hef Hop,American Pale Wheat Ale,80,16.0
1077,0.039,20.0,Nonstop Hef Hop,American Pale Wheat Ale,80,16.0
1078,0.039,20.0,Nonstop Hef Hop,American Pale Wheat Ale,80,16.0
1079,0.039,20.0,Nonstop Hef Hop,American Pale Wheat Ale,80,16.0
1080,0.039,20.0,Nonstop Hef Hop,American Pale Wheat Ale,80,16.0
1081,0.039,20.0,Nonstop Hef Hop,American Pale Wheat Ale,80,16.0
1082,0.039,20.0,Nonstop Hef Hop,American Pale Wheat Ale,80,16.0
1083,0.039,20.0,Nonstop Hef Hop,American Pale Wheat Ale,80,16.0
1084,0.039,20.0,Nonstop Hef Hop,American Pale Wheat Ale,80,16.0
1085,0.039,20.0,Nonstop Hef Hop,American Pale Wheat Ale,80,16.0
1086,0.039,20.0,Nonstop Hef Hop,American Pale Wheat Ale,80,16.0
1087,0.058,60.0,Rise Up Red,American Amber / Red Ale,80,16.0
1088,0.058,35.0,Survival Stout,American Stout,80,16.0
1089,0.066,75.0,Hopworks IPA,American IPA,80,16.0
1090,0.073,70.0,Abominable Winter Ale,American Strong Ale,80,16.0
1091,0.06,60.0,Pigwar White India Pale Ale,American White IPA,80,16.0
1092,0.058,60.0,Rise-Up Red (2014),American Amber / Red Ale,80,16.0
1093,0.073,70.0,Abominable Winter Ale (2012),American Strong Ale,80,16.0
1094,0.051,32.0,HUB Lager,Czech Pilsener,80,16.0
1095,0.066,75.0,Hopworks IPA (2012),American IPA,80,16.0
1097,0.051,17.0,Laka Laka Pineapple,Hefeweizen,120,12.0
1101,0.068,90.0,Let It Ride IPA,American IPA,277,12.0
1102,0.065,22.0,Stir Crazy Winter Ale,Winter Warmer,277,12.0
1103,0.05,10.0,Sweet Yamma Jamma Ale,Fruit / Vegetable Beer,277,12.0
1104,0.046,27.0,Shenanigans Summer Ale,American Pale Wheat Ale,277,12.0
1105,0.065,80.0,Midnight Ryder,American Black Ale,277,12.0
1106,0.054000000000000006,45.0,Day Tripper Pale Ale,American Pale Ale (APA),277,12.0
1107,0.048,32.0,Oklahoma Suks,American Amber / Red Ale,140,12.0
1108,0.055,42.0,Power & Light,American Pale Ale (APA),140,12.0
1109,0.059,27.0,White Rabbit ,Witbier,140,12.0
1110,0.058,58.0,Tribute,American Pale Ale (APA),23,12.0
1111,0.07,75.0,Infamous IPA,American IPA,242,12.0
1112,0.055,20.0,Hijack,Cream Ale,242,12.0
1113,0.045,20.0,Jon Boat Coastal Ale,American Blonde Ale,527,12.0
1114,0.068,55.0,I-10 IPA,American IPA,527,12.0
1115,0.053,28.0,People's Pale Ale,American Pale Ale (APA),527,12.0
1118,0.052000000000000005,18.0,House Lager,Keller Bier / Zwickel Bier,2,16.0
1119,0.048,15.0,Leisure Time,American Pale Lager,2,12.0
1120,0.07200000000000001,80.0,Excess IPL,American India Pale Lager,2,16.0
1121,0.067,65.0,Hoponius Union,American India Pale Lager,2,12.0
1122,0.049,45.0,Calyptra,American India Pale Lager,2,12.0
1125,0.055,37.0,Thunder Ann,American Pale Ale (APA),312,12.0
1138,0.05,15.0,Weize Guy,Hefeweizen,233,12.0
1139,0.05,50.0,Fox Tail Gluten Free Ale,American Pale Ale (APA),233,12.0
1140,0.093,90.0,Hop Box Imperial IPA,American Double / Imperial IPA,233,12.0
1141,0.052000000000000005,15.0,Joseph James American Lager,American Adjunct Lager,233,12.0
1143,0.075,24.0,Lewbricator Wheat Dopplebock ,Doppelbock,208,12.0
1144,0.052000000000000005,16.0,Weisse Versa (2012),Hefeweizen,125,12.0
1145,0.058,25.0,Mother in Lager,Munich Dunkel Lager,125,12.0
1146,0.055,40.0,Weekend Warrior Pale Ale,American Pale Ale (APA),125,12.0
1147,0.055,25.0,Karbachtoberfest,Märzen / Oktoberfest,125,12.0
1148,0.047,20.0,Love Street Summer Seasonal (2014),Kölsch,125,12.0
1149,0.066,20.0,Barn Burner Saison,Saison / Farmhouse Ale,125,12.0
1150,0.095,85.0,Rodeo Clown Double IPA,American Double / Imperial IPA,125,12.0
1151,0.049,45.0,Sympathy for the Lager,American Amber / Red Lager,125,12.0
1152,0.052000000000000005,15.0,Weisse Versa,Hefeweizen,125,12.0
1153,0.066,70.0,Hopadillo India Pale Ale,American IPA,125,12.0
1154,0.057,19.0,KelSo Nut Brown Lager,Euro Dark Lager,342,12.0
1155,0.06,64.0,KelSo India Pale Ale,American IPA,342,12.0
1156,0.055,23.0,KelSo Pilsner,Czech Pilsener,342,12.0
1158,0.05,15.0,Peninsula Brewers Reserve (PBR),American Blonde Ale,458,12.0
1161,0.065,11.0,Cold Smoke Scotch Ale (2007),Scotch Ale / Wee Heavy,510,16.0
1162,0.065,65.0,Double Haul IPA (2009),American IPA,510,16.0
1163,0.065,65.0,Double Haul IPA (2006),American IPA,510,16.0
1164,0.055,50.0,Eddy Out Pale Ale,American Pale Ale (APA),510,16.0
1165,0.065,65.0,Double Haul IPA,American IPA,510,16.0
1166,0.065,11.0,Cold Smoke Scotch Ale,Scotch Ale / Wee Heavy,510,16.0
1176,0.06,70.0,King Street IPA,American IPA,102,12.0
1177,0.057,10.0,King Street Hefeweizen,Hefeweizen,102,12.0
1179,0.063,65.0,India Pale Ale,American IPA,87,16.0
1180,0.048,11.0,Blackberry Wheat,American Pale Wheat Ale,87,16.0
1181,0.046,18.0,Longboard Island Lager,American Amber / Red Lager,439,24.0
1182,0.046,18.0,Longboard Island Lager,American Amber / Red Lager,439,16.0
1183,0.046,18.0,Longboard Island Lager,American Amber / Red Lager,439,12.0
1184,0.046,18.0,Longboard Island Lager,American Amber / Red Lager,439,12.0
1185,0.04,9.0,Choc Beer (2003),American Dark Wheat Ale,505,12.0
1187,0.054000000000000006,15.0,A Slice of Hefen,Hefeweizen,332,16.0
1188,0.07200000000000001,100.0,Elevated IPA,American IPA,332,16.0
1189,0.066,30.0,Rumspringa Golden Bock,Maibock / Helles Bock,545,12.0
1190,0.048,28.0,Lancaster German Style Kölsch,Kölsch,545,12.0
1195,0.05,12.0,Laughing Dog Cream Ale,Cream Ale,218,12.0
1196,0.048,9.0,Two-One Niner,American Pilsner,218,12.0
1197,0.064,66.0,Laughing Dog IPA,American IPA,218,12.0
1198,0.064,95.0,Madra Allta,American IPA,345,12.0
1199,0.056,70.0,Duluchan India Pale Ale,American IPA,345,12.0
1206,0.052000000000000005,30.0,Getaway,German Pilsener,244,16.0
1207,0.06,30.0,Farm Girl Saison,Saison / Farmhouse Ale,244,16.0
1208,0.058,40.0,Adam's Stout,American Stout,298,12.0
1209,0.057,42.0,American Hero,American Amber / Red Ale,298,12.0
1210,0.052000000000000005,20.0,Schweet Ale,Fruit / Vegetable Beer,298,12.0
1211,0.065,75.0,Irregardless IPA,American IPA,298,12.0
1212,0.057,40.0,Peach Pale Ale,American Pale Ale (APA),104,12.0
1215,0.057,47.0,Peacemaker Pale Ale,American Pale Ale (APA),149,12.0
1216,0.058,11.0,Shotgun Betty,Hefeweizen,149,12.0
1217,0.061,30.0,Sweet Josie,American Brown Ale,149,12.0
1218,0.059,42.0,Long Trail IPA,English India Pale Ale (IPA),268,12.0
1219,0.046,30.0,Long Trail Ale,American Amber / Red Ale,268,12.0
1220,0.07200000000000001,33.0,Double Bag,Altbier,268,16.0
1221,0.04,8.0,Blackbeary Wheat,Fruit / Vegetable Beer,268,12.0
1222,0.046,30.0,Long Trail Ale (1),Altbier,268,12.0
1223,0.046,8.0,Gose,Gose,41,16.0
1224,0.048,20.0,Vermont Pilsner,German Pilsener,41,16.0
1227,0.062,65.0,Face Plant IPA,American IPA,430,12.0
1228,0.056,55.0,Rhino Chasers Pilsner,Czech Pilsener,430,12.0
1229,0.052000000000000005,29.0,Slow Hand Stout,American Stout,377,16.0
1233,0.038,18.0,Pub Ale,English Dark Mild Ale,245,12.0
1234,0.051,31.0,Ballistic Blonde,Belgian Pale Ale,245,12.0
1236,0.053,20.0,Lumberyard Pilsner,American Pilsner,158,12.0
1240,0.051,32.0,Mac's Scottish Style Amber Ale (2000),American Amber / Red Ale,485,12.0
1244,0.043,18.0,Sol Drifter,American Blonde Ale,91,12.0
1246,0.079,18.0,The Great Pumpcan,Fruit / Vegetable Beer,91,16.0
1247,0.047,11.0,LIFT,Kölsch,91,12.0
1248,0.05,40.0,SPRYE,American Pale Ale (APA),91,12.0
1249,0.069,70.0,Psychopathy,American IPA,91,12.0
1250,0.07,32.0,Gnarly Brown,American Brown Ale,91,12.0
1251,0.06,30.0,Happy Amber,American Amber / Red Ale,91,12.0
1252,0.051,20.0,#9,Fruit / Vegetable Beer,303,16.0
1253,0.055,13.0,Elder Betty,Hefeweizen,303,12.0
1254,0.051,20.0,#9,Fruit / Vegetable Beer,303,12.0
1261,0.045,21.0,Belgian Style Session Ale,Belgian Pale Ale,356,12.0
1264,0.05,18.0,Summer Paradise,American Pale Wheat Ale,356,12.0
1265,0.09,30.0,Monk from the 'Yunk,Tripel,356,12.0
1266,0.06,14.0,Schuylkill Punch,Fruit / Vegetable Beer,356,12.0
1267,0.085,85.0,Dreamin' Double IPA,American Double / Imperial IPA,356,12.0
1268,0.099,93.0,Chaotic Double IPA,American Double / Imperial IPA,346,12.0
1269,0.08,88.0,Manzanita IPA,American IPA,346,12.0
1270,0.06,25.0,Riverwalk Blonde Ale,American Blonde Ale,346,12.0
1271,0.095,49.0,Gillespie Brown Ale,American Brown Ale,346,12.0
1272,0.066,44.0,Manzanita Pale Ale,American Pale Ale (APA),346,12.0
1280,0.05,20.0,River House,Saison / Farmhouse Ale,161,16.0
1281,0.065,47.0,Pretzel Stout,American Stout,161,16.0
1282,0.05,35.0,Rubberneck Red,American Amber / Red Ale,161,16.0
1288,0.065,60.0,Our Legacy IPA,American IPA,299,12.0
1290,0.065,60.0,Our Legacy IPA,American IPA,299,16.0
1296,0.05,12.0,Blueberry Blonde Ale,American Blonde Ale,299,12.0
1301,0.051,20.0,Lahaina Town Brown,American Brown Ale,375,12.0
1306,0.06,24.0,Sobrehumano Palena'ole,American Amber / Red Ale,375,12.0
1307,0.05,12.0,La Perouse White,Witbier,375,12.0
1308,0.068,68.0,Flyin' HI.P.Hay,American IPA,375,12.0
1309,0.055,15.0,Mana Wheat,American Pale Wheat Ale,375,12.0
1310,0.045,18.0,Bikini Blonde Lager,Munich Helles Lager,375,12.0
1311,0.057,30.0,CoCoNut Porter,American Porter,375,12.0
1312,0.062,65.0,Big Swell IPA,American IPA,375,12.0
1313,0.037000000000000005,34.0,Pit Stop Chocolate Porter,American Porter,448,12.0
1314,0.037000000000000005,21.0,Pace Setter Belgian Style Wit,Witbier,448,12.0
1315,0.037000000000000005,53.0,Back in the Saddle Rye Pale Ale,American Pale Ale (APA),448,12.0
1319,0.07200000000000001,75.0,Tsunami IPA,American IPA,203,19.2
1320,0.07200000000000001,75.0,Tsunami IPA,American IPA,203,12.0
1321,0.042,22.0,Humpback Blonde Ale,American Blonde Ale,203,12.0
1322,0.052000000000000005,27.0,Hawaiian Crow Porter,American Porter,203,12.0
1323,0.052000000000000005,23.0,Volcano Red Ale,American Amber / Red Ale,203,12.0
1324,0.054000000000000006,42.0,Mauna Kea Pale Ale,American Pale Ale (APA),203,12.0
1325,0.053,11.0,Shark Bait,Fruit / Vegetable Beer,393,12.0
1326,0.053,30.0,Gator Tail Brown Ale,American Brown Ale,393,12.0
1327,0.071,62.0,Miami Vice IPA,American IPA,393,12.0
1328,0.053,16.0,Big Rod Coconut Ale,American Blonde Ale,393,12.0
1330,0.063,61.0,Pleasure Town,American IPA,223,12.0
1331,0.063,61.0,Pleasure Town IPA,American IPA,223,12.0
1332,0.048,12.0,Snowshoe White Ale,Witbier,223,12.0
1333,0.05,24.0,Kodiak Brown Ale,American Brown Ale,223,12.0
1334,0.057,70.0,Sockeye Red IPA,American IPA,223,12.0
1335,0.08,100.0,Habitus (2014),American Double / Imperial IPA,3,16.0
1336,0.075,85.0,Solis,American IPA,3,16.0
1337,0.06,24.0,Jucundus,Wheat Ale,3,16.0
1338,0.08,100.0,Habitus,American Double / Imperial IPA,3,16.0
1339,0.063,30.0,Grazias,Cream Ale,3,16.0
1340,0.058,28.0,Claritas,Kölsch,3,16.0
1346,0.043,8.0,Daft Funk,Berliner Weissbier,65,24.0
1354,0.087,80.0,Hop Freak,American Double / Imperial IPA,284,16.0
1355,0.051,24.0,Louie's Demise Amber Ale,American Amber / Red Ale,284,16.0
1356,0.075,51.0,Hop Happy,American IPA,284,16.0
1357,0.065,20.0,Booyah Farmhouse Ale,Saison / Farmhouse Ale,284,16.0
