,abv,ibu,name,style,brewery_id,ounces
14,0.061,60,Bitter Bitch,American Pale Ale (APA),177,12
21,0.099,92,Lower De Boom,American Barleywine,368,8.4
22,0.079,45,Fireside Chat,Winter Warmer,368,12
24,0.044,42,Bitter American,American Pale Ale (APA),368,12
25,0.049,17,Hell or High Watermelon Wheat (2009),Fruit / Vegetable Beer,368,12
26,0.049,17,Hell or High Watermelon Wheat (2009),Fruit / Vegetable Beer,368,12
27,0.049,17,21st Amendment Watermelon Wheat Beer (2006),Fruit / Vegetable Beer,368,12
28,0.07,70,21st Amendment IPA (2006),American IPA,368,12
29,0.07,70,Brew Free! or Die IPA (2008),American IPA,368,12
30,0.07,70,Brew Free! or Die IPA (2009),American IPA,368,12
31,0.085,52,Special Edition: Allies Win The War!,English Strong Ale,368,12
32,0.097,94,Hop Crisis,American Double / Imperial IPA,368,12
33,0.044,42,Bitter American (2011),American Pale Ale (APA),368,12
34,0.079,45,Fireside Chat (2010),Winter Warmer,368,12
35,0.068,65,Back in Black,American Black Ale,368,12
36,0.083,35,Monk's Blood,Belgian Dark Ale,368,12
37,0.07,65,Brew Free! or Die IPA,American IPA,368,12
38,0.049,17,Hell or High Watermelon Wheat,Fruit / Vegetable Beer,368,12
39,0.07,82,Bimini Twist,American IPA,67,12
42,0.035,11,Passion Fruit Prussia,Berliner Weissbier,60,12
43,0.045,18,Send Help,American Blonde Ale,60,12
49,0.05,28,Contact High,American Pale Wheat Ale,60,12
51,0.05,45,Citrafest,American IPA,27,16
53,0.069,65,Scarecrow,American IPA,27,16
54,0.09,50,Ironman,English Strong Ale,27,16
55,0.046,15,Honey Kolsch,Kolsch,27,16
56,0.052,18,Copperhead Amber,Belgian Dark Ale,27,16
57,0.059,75,Rude Parrot IPA,American IPA,481,16
58,0.054,30,British Pale Ale (2010),English Pale Ale,481,16
59,0.054,30,British Pale Ale,English Pale Ale,481,16
60,0.084,82,Ballz Deep Double IPA,American Double / Imperial IPA,481,16
62,0.055,26,Colorado Native,American Amber / Red Lager,462,12
63,0.055,26,Colorado Native (2011),American Amber / Red Lager,462,12
64,0.065,52,Jockamo IPA,American IPA,533,12
65,0.042,13,Purple Haze,Fruit / Vegetable Beer,533,12
66,0.045,17,Abita Amber,American Amber / Red Lager,533,12
67,0.082,68,Citra Ass Down,American IPA,62,16
68,0.05,20,The Brown Note,American Brown Ale,62,16
69,0.08,68,Citra Ass Down,American Double / Imperial IPA,1,16
70,0.125,80,London Balling,English Barleywine,1,16
71,0.077,25,35 K,Milk / Sweet Stout,1,16
72,0.042,42,A Beer,American Pale Ale (APA),1,16
73,0.05,25,Rules are Rules,German Pilsener,1,16
74,0.066,21,Flesh Gourd'n,Pumpkin Ale,1,16
75,0.04,13,Sho'nuff,Belgian Pale Ale,1,16
76,0.055,17,Bloody Show,American Pilsner,1,16
77,0.076,68,Rico Sauvin,American Double / Imperial IPA,1,16
78,0.051,38,Coq de la Marche,Saison / Farmhouse Ale,1,16
80,0.06,65,Pile of Face,American IPA,1,16
81,0.05,20,The Brown Note,English Brown Ale,1,16
82,0.053,35,Maylani's Coconut Stout,American Stout,367,16
83,0.05,35,Oatmeal PSA,American Pale Ale (APA),367,16
84,0.052,33,Pre Flight Pilsner,American Pilsner,367,16
85,0.04,20,P-Town Pilsner,American Pilsner,117,12
86,0.053,36,Klickitat Pale Ale,American Pale Ale (APA),117,12
87,0.082,103,Yellow Wolf Imperial IPA,American Double / Imperial IPA,117,12
88,0.053,40,Freeride APA,American Pale Ale (APA),270,12
89,0.053,18,Alaskan Amber,Altbier,270,12
95,0.062,43,Desolation IPA,American IPA,401,16
105,0.057,13,Barney Flats Oatmeal Stout,Oatmeal Stout,171,12
106,0.056,4,Summer Solstice,Cream Ale,171,12
107,0.07,80,Hop Ottin' IPA,American IPA,171,12
108,0.058,15,Boont Amber Ale,American Amber / Red Ale,171,12
109,0.057,13,Barney Flats Oatmeal Stout,Oatmeal Stout,171,12
110,0.055,25,El Steinber Dark Lager,Vienna Lager,171,16
111,0.058,15,Boont Amber Ale (2010),American Amber / Red Ale,171,12
112,0.056,4,Summer Solstice Cerveza Crema (2009),Cream Ale,171,12
113,0.057,13,Barney Flats Oatmeal Stout (2012),Oatmeal Stout,171,12
114,0.069,6,Winter Solstice,Winter Warmer,171,12
115,0.07,80,Hop Ottin' IPA (2011),American IPA,171,12
116,0.058,15,Boont Amber Ale (2011),American Amber / Red Ale,171,12
117,0.056,4,Summer Solstice (2011),Cream Ale,171,12
118,0.055,28,Poleeko Gold Pale Ale (2009),American Pale Ale (APA),171,12
128,0.071,75,Long Leaf,American IPA,69,16
129,0.047,19,Honey Badger Blonde,American Blonde Ale,69,16
130,0.06,23,Porter (a/k/a Black Gold Porter),American Porter,69,16
131,0.06,55,Sky High Rye,American Pale Ale (APA),541,12
132,0.062,17,Whitsun,American Pale Wheat Ale,541,12
134,0.092,50,Quakertown Stout,American Double / Imperial Stout,426,12
135,0.051,20,Greenbelt Farmhouse Ale,Saison / Farmhouse Ale,426,12
136,0.052,10,Mo's Gose,Gose,461,16
137,0.07,45,Green Bullet Organic India Pale Ale,American IPA,429,16
138,0.032,27,Rocket Girl,Kolsch,528,12
139,0.053,26,Ninja Porter,American Porter,528,12
140,0.06,69,Shiva IPA,American IPA,528,12
144,0.056,27,This Season's Blonde,American Blonde Ale,523,12
145,0.07,67,Independence Pass Ale,American IPA,523,12
146,0.057,40,Trolley Stop Stout,American Stout,374,12
147,0.082,138,Bitter Bitch Imperial IPA,American Double / Imperial IPA,374,12
148,0.062,35,Poop Deck Porter,American Porter,374,12
149,0.06,35,Old Red Beard Amber Ale,American Amber / Red Ale,374,12
150,0.075,115,Hop A-Peel,American Double / Imperial IPA,72,16
151,0.055,12,Vanilla Java Porter,American Porter,72,16
153,0.045,8,Dirty Blonde Ale,American Blonde Ale,72,12
154,0.05,62,Grand Circus IPA,American IPA,72,12
155,0.05,12,Atwater's Lager,Munich Helles Lager,72,12
163,0.047,42,Avery Joe's Premium American Pilsner,German Pilsener,37,12
164,0.056,10,White Rascal,Witbier,37,12
165,0.063,69,Avery India Pale Ale,American IPA,37,12
166,0.055,17,Ellie's Brown Ale,American Brown Ale,37,12
167,0.062,17,Pumpkin Beast,Pumpkin Ale,360,12
168,0.072,22,OktoberBeast,MArzen / Oktoberfest,360,12
169,0.048,23,Mad Beach,American Pale Wheat Ale,360,12
171,0.092,5,Devils Tramping Ground Tripel,Tripel,360,12
172,0.061,41,Hot Rod Red,American Amber / Red Ale,360,12
179,0.06,43,Naked Pig Pale Ale,American Pale Ale (APA),286,12
180,0.068,70,Topcutter India Pale Ale,American IPA,483,12
181,0.044,38,Field 41 Pale Ale,American Pale Ale (APA),483,12
183,0.038,40,Even Keel,American IPA,34,12
184,0.052,23,Ballast Point Pale Ale,Kolsch,34,12
185,0.07,75,Big Eye India Pale Ale,American IPA,34,12
187,0.07,70,Sculpin IPA,American IPA,34,12
189,0.045,20,Banner American Rye,Rye Beer,318,12
190,0.035,45,Banner American Ale,American Amber / Red Ale,318,12
191,0.07,46,Thai.p.a,American IPA,20,16
192,0.06,60,Barrio Blanco,American IPA,251,12
194,0.049,22,Hop in the 'Pool Helles,American Pilsner,116,12
195,0.067,60,Ultra Gnar Gnar IPA,American IPA,116,12
196,0.068,62,In-Tents India Pale Lager,American Pale Lager,116,12
197,0.05,20,Lost Meridian Wit,Witbier,116,12
198,0.051,45,Celestial Meridian Cascadian Dark Lager,Euro Dark Lager,116,12
199,0.054,55,Wagon Party,California Common / Steam Beer,258,12
200,0.067,70,Sky-Five,American IPA,258,12
201,0.05,28,Stargrazer,Schwarzbier,258,12
202,0.054,48,Wonderstuff,German Pilsener,258,12
204,0.07,42,On the Count of 3 (2015),Hefeweizen,292,16
209,0.055,35,Amber Road,American Amber / Red Ale,292,12
210,0.049,28,Pamola Xtra Pale Ale,American Pale Ale (APA),292,12
211,0.069,69,Stowaway IPA,American IPA,292,12
212,0.088,108,Hoptopus Double IPA,American Double / Imperial IPA,306,16
213,0.05,10,Watermelon Ale,Fruit / Vegetable Beer,103,12
214,0.058,45,Fenway American Pale Ale,American Pale Ale (APA),103,12
215,0.068,85,Back Bay IPA,American IPA,103,12
216,0.048,16,Bunker Hill Blueberry Ale ,Other,103,12
223,0.044,44,Moar,English India Pale Ale (IPA),53,12
225,0.057,27,Nordic Blonde,American Blonde Ale,53,12
227,0.072,87,Harness the Winter,American IPA,75,12
228,0.056,32,14 ESB ,Extra Special / Strong Bitter (ESB),75,12
229,0.062,68,Bent Hop Golden IPA,American IPA,75,12
230,0.06,34,Bent Paddle Black Ale,American Black Ale,75,12
231,0.05,38,Venture Pils,German Pilsener,75,12
232,0.055,40,Lost Sailor IPA,English India Pale Ale (IPA),278,12
233,0.053,20,Steel Rail Extra Pale Ale,American Pale Ale (APA),278,12
240,0.095,104,Hemlock Double IPA,American Double / Imperial IPA,220,12
242,0.067,85,Disconnected Red,American Amber / Red Ale,220,16
246,0.08,54,Dark Star,American Stout,8,16
249,0.075,60,Galaxy IPA,American IPA,40,16
250,0.05,32,Big River Pilsner,Czech Pilsener,519,12
251,0.06,55,House Brand IPA,American IPA,519,12
252,0.062,65,Big Sky IPA,American IPA,336,12
253,0.05,40,Scape Goat Pale Ale,English Pale Ale,336,12
254,0.05,35,Montana Trout Slayer Ale,American Pale Wheat Ale,336,12
255,0.051,26,Moose Drool Brown Ale,American Brown Ale,336,12
256,0.072,60,Powder Hound Winter Ale,English Strong Ale,336,12
257,0.051,26,Moose Drool Brown Ale (2011),American Brown Ale,336,12
258,0.05,35,Montana Trout Slayer Ale (2012),American Pale Wheat Ale,336,12
259,0.062,65,Big Sky IPA (2012),American IPA,336,12
261,0.05,40,Scape Goat Pale Ale (2010),English Pale Ale,336,12
262,0.05,35,Montana Trout Slayer Ale (2009),American Pale Wheat Ale,336,12
263,0.051,26,Moose Drool Brown Ale (2009),American Brown Ale,336,12
264,0.069,81,Arcus IPA,American IPA,221,12
265,0.058,38,Wavemaker,American Amber / Red Ale,221,12
266,0.053,43,Jack Pine Savage,American Pale Ale (APA),444,16
267,0.099,85,Forest Fire Imperial Smoked Rye,Rye Beer,444,16
268,0.098,76,Bad Axe Imperial IPA,American Double / Imperial IPA,444,16
269,0.055,35,Morning Wood,Oatmeal Stout,444,16
270,0.066,50,Bark Bite IPA,American IPA,444,16
271,0.055,45,Jalapeno Pale Ale,American Pale Ale (APA),70,16
275,0.072,75,Saucy Intruder,Rye Beer,18,16
276,0.045,16,Deception,American Blonde Ale,112,12
277,0.075,35,Blackmarket Rye IPA,American IPA,112,12
278,0.05,8,Black Market Hefeweizen,Hefeweizen,112,12
279,0.058,44,Aftermath Pale Ale,American Pale Ale (APA),112,12
280,0.071,83,American India Red Ale,American Strong Ale,294,12
281,0.071,45,American Red Porter,American Porter,294,12
282,0.078,34,American Red Saison,Saison / Farmhouse Ale,294,12
283,0.066,44,Colorado Red Ale,American Amber / Red Ale,294,12
284,0.048,16,Saddle Bronc Brown Ale,American Brown Ale,79,12
285,0.046,20,Bomber Mountain Amber Ale,American Amber / Red Ale,79,12
287,0.048,47,Nordskye ,American IPA,12,12
288,0.06,30,North Third Stout,Foreign / Export Stout,12,12
291,0.07,51,51K IPA,American IPA,12,12
303,0.056,37,1327 Pod's ESB,Extra Special / Strong Bitter (ESB),380,12
304,0.056,37,1327 Pod's ESB,Extra Special / Strong Bitter (ESB),380,12
305,0.056,37,1327 Pod's ESB,Extra Special / Strong Bitter (ESB),380,12
306,0.046,35,834 Happy As Ale,American Pale Ale (APA),380,12
309,0.08,80,Quarter Mile Double IPA,American Double / Imperial IPA,304,12
310,0.059,60,Full Nelson Pale Ale,American Pale Ale (APA),382,12
311,0.065,30,Steel Wheels ESB,Extra Special / Strong Bitter (ESB),382,12
312,0.053,22,Blue Mountain Classic Lager,Euro Pale Lager,382,12
313,0.059,60,Full Nelson Pale Ale (2010),American Pale Ale (APA),382,12
314,0.049,16,Kolsch 151,Kolsch,414,12
320,0.06,40,Blue Point White IPA,American White IPA,489,12
321,0.044,16,Blue Point Summer Ale,American Blonde Ale,489,12
322,0.055,28,Toasted Lager,Vienna Lager,489,12
331,0.042,30,Longhop IPA,American IPA,281,16
332,0.04,34,Lucky Buck,Irish Dry Stout,281,16
334,0.045,27,Bomb Lager (Old Recipe),Munich Helles Lager,525,12
335,0.066,72,Firestarter India Pale Ale,American IPA,107,12
336,0.075,22,Kilt Dropper Scotch Ale,Scotch Ale / Wee Heavy,107,16
337,0.048,30,Wood Splitter Pilsner,Czech Pilsener,107,16
338,0.056,26,Gyptoberfest,MArzen / Oktoberfest,107,12
339,0.07,94,Farmer Wirtz India Pale Ale,English India Pale Ale (IPA),107,16
344,0.048,38,Screaming Eagle Special Ale ESB,Extra Special / Strong Bitter (ESB),107,12
346,0.053,45,Kindler Pale Ale,American Pale Ale (APA),107,12
353,0.066,72,Firestarter India Pale Ale,American IPA,107,16
354,0.071,16,Noche Dulce,American Porter,231,16
355,0.045,8,Porch Rocker,Radler,300,12
356,0.065,45,Rebel IPA,American IPA,300,16
359,0.049,30,Boston Lager,Vienna Lager,300,16
360,0.049,30,Boston Lager,Vienna Lager,300,12
361,0.053,15,Samuel Adams Octoberfest,MArzen / Oktoberfest,300,12
362,0.053,7,Samuel Adams Summer Ale,American Pale Wheat Ale,300,12
363,0.049,30,Boston Lager,Vienna Lager,300,12
364,0.049,35,Hazed & Infused,American Pale Ale (APA),417,12
365,0.057,35,Hoopla Pale Ale,American Pale Ale (APA),417,12
366,0.049,35,Hazed & Infused (2010),American Pale Ale (APA),417,12
367,0.062,80,Heavy Lifting,American IPA,31,12
371,0.06,52,Plum St. Porter,American Porter,219,12
372,0.057,52,Plum St. Porter,American Porter,219,12
373,0.07,80,Bozone HopZone IPA,American IPA,219,12
374,0.06,25,Bozone Hefe Weizen,Hefeweizen,219,12
376,0.052,40,Evil Owl,American Amber / Red Ale,207,12
378,0.042,9,Agave Wheat,American Pale Wheat Ale,391,12
379,0.045,15,SummerBright Ale,American Pale Wheat Ale,391,12
380,0.062,68,Lucky U IPA,American IPA,391,12
381,0.054,19,Avalanche Ale,American Amber / Red Ale,391,12
383,0.072,60,Last Stop IPA,American IPA,308,12
384,0.05,21,Rollin Dirty Red Ale,Irish Red Ale,308,12
385,0.055,28,Are Wheat There Yet?,American Pale Wheat Ale,308,12
453,0.05,15,Northern Lights Amber Ale,American Amber / Red Ale,493,12
454,0.052,17,Polar Pale Ale,American Pale Ale (APA),493,12
456,0.061,64,Fairweather IPA,American IPA,493,12
457,0.068,47,East India Pale Ale,English India Pale Ale (IPA),437,16
459,0.068,47,East India Pale Ale,English India Pale Ale (IPA),437,12
465,0.073,85,Black Adder IBA (Current),American Black Ale,530,16
467,0.062,42,Tule Duck Red Ale (Current),American Amber / Red Ale,530,16
468,0.058,35,Original Orange Blossom Ale (Current),Herbed / Spiced Beer,530,16
469,0.052,40,Black Noddy Lager (Current),Schwarzbier,530,16
472,0.06,40,1836,American Blonde Ale,214,12
473,0.06,20,Summer's Wit,Witbier,214,12
474,0.09,118,More Cowbell,American Double / Imperial IPA,214,16
478,0.055,40,Pale Alement,American Pale Ale (APA),24,12
479,0.099,115,Hopkick Dropkick,American Double / Imperial IPA,24,12
482,0.068,16,Joey Wheat,American Pale Wheat Ale,24,16
483,0.072,86,3:33 Black IPA,American IPA,24,16
485,0.055,40,Pale Alement,American Pale Ale (APA),24,16
486,0.05,14,Couch Select Lager,American Pale Lager,197,12
487,0.056,36,Mucho Aloha Hawaiian Pale Ale,American Pale Ale (APA),517,12
499,0.053,25,Horny Toad Cerveza,American Blonde Ale,182,16
500,0.063,35,Native Amber,American Amber / Red Ale,182,16
501,0.068,100,F5 IPA,American IPA,182,16
502,0.063,35,Native Amber (2013),American Amber / Red Ale,182,16
503,0.053,25,Horny Toad Cerveza (2013),American Blonde Ale,182,16
504,0.068,100,Hopportunity Knocks IPA,American IPA,155,12
506,0.056,55,Caldera Pale Ale,American Pale Ale (APA),155,12
507,0.039,16,Lawnmower Lager,American Adjunct Lager,155,12
508,0.054,24,Ashland Amber Ale (2009),American Amber / Red Ale,155,12
509,0.061,94,Caldera IPA (2009),American IPA,155,12
510,0.061,94,Caldera IPA (2007),American IPA,155,12
511,0.056,55,Caldera Pale Ale (2010),American Pale Ale (APA),155,12
512,0.056,55,Caldera Pale Ale (2009),American Pale Ale (APA),155,12
513,0.056,55,Caldera Pale Ale (2005),American Pale Ale (APA),155,12
514,0.056,55,Caldera Pale Ale (2007),American Pale Ale (APA),155,12
515,0.056,55,Caldera Pale Ale (2011),American Pale Ale (APA),155,12
516,0.054,24,Ashland Amber Ale,American Amber / Red Ale,155,12
517,0.061,94,Caldera IPA,American IPA,155,12
524,0.099,43,Imperial Pumpkin Stout,Pumpkin Ale,230,16
525,0.09,130,Dead-Eye DIPA,American Double / Imperial IPA,230,16
526,0.055,64,Fisherman's IPA,American IPA,230,12
527,0.054,35,Fisherman's Pils,German Pilsener,230,12
528,0.055,30,Fisherman's Brew,American Amber / Red Ale,230,12
529,0.055,35,Cape Cod Red,American Amber / Red Ale,267,16
530,0.049,10,Beach Blonde,American Blonde Ale,267,16
531,0.065,80,Dark Voyage Black IPA (2013),American Black Ale,192,12
532,0.052,28,Wisconsin Amber,Vienna Lager,192,12
533,0.046,18,Lake House,Munich Helles Lager,192,12
534,0.056,55,Ghost Ship White IPA,American IPA,192,12
535,0.046,18,Lake House,Munich Helles Lager,192,16
536,0.062,70,Mutiny IPA,American IPA,192,12
545,0.059,22,Santa's Secret,Winter Warmer,179,16
548,0.099,100,Epitome,American Black Ale,222,16
549,0.039,9,Monkey Chased the Weasel,Berliner Weissbier,222,16
550,0.078,80,077XX,American Double / Imperial IPA,222,16
551,0.042,35,Boat Beer,American IPA,222,12
561,0.048,16,Whitecap Wit,Witbier,285,16
562,0.078,16,Seiche Scottish Ale,Scottish Ale,285,16
565,0.085,90,Gone A-Rye,American Double / Imperial IPA,29,16
567,0.068,70,Dankosaurus,American IPA,29,16
568,0.051,35,Scruffy's Smoked Alt,Smoked Beer,29,16
569,0.051,36,Elliott's Phoned Home Pale Ale,American Pale Ale (APA),29,16
570,0.05,18,The Lawn Ranger,Cream Ale,29,16
573,0.05,40,Main St. Virginia Ale,Altbier,122,12
574,0.045,24,Chin Music Amber Lager,American Amber / Red Lager,122,12
575,0.05,40,Main St. Virginia Ale,Altbier,122,12
576,0.052,42,Ray Ray's Pale Ale,American Pale Ale (APA),122,12
577,0.051,15,Chai Ale,Herbed / Spiced Beer,350,16
578,0.072,85,Lucky Day IPA,American IPA,350,16
579,0.095,99,Terrace Hill Double IPA,American Double / Imperial IPA,350,16
580,0.075,77,Catch 23,American Black Ale,350,16
582,0.06,45,Black Me Stout,American Stout,236,12
583,0.05,22,Killer Kolsch,Kolsch,236,12
584,0.07,65,Missile IPA,American IPA,236,12
586,0.065,8,Ale Cider,Fruit / Vegetable Beer,250,16
587,0.055,30,Pail Ale,American Pale Ale (APA),250,16
589,0.08,69,8 Barrel,American Strong Ale,226,16
590,0.055,40,Oktoberfest,MArzen / Oktoberfest,226,16
591,0.057,58,IPA #11,American IPA,121,16
592,0.057,10,Blood Orange Honey,Fruit / Vegetable Beer,121,16
594,0.089,126,Bay of Bengal Double IPA (2014),American Double / Imperial IPA,99,12
595,0.049,29,Churchkey Pilsner Style Beer,American Pilsner,526,12
598,0.055,25,Cubano Espresso,Bock,141,12
599,0.062,65,Operation Homefront,American IPA,141,12
600,0.082,65,Wandering Pelican,American Black Ale,141,12
605,0.07,60,Hopped on the High Seas (Hop #529),American IPA,141,12
606,0.07,60,Hopped on the High Seas (Calypso),American IPA,141,12
608,0.07,60,Dry-Hopped On The High Seas Caribbean-Style IPA,American IPA,141,12
609,0.07,60,Hopped on the High Seas (Citra),American IPA,141,12
610,0.07,60,Hopped on the High Seas (Ahtanum),American IPA,141,12
613,0.075,70,Humidor Series India Pale Ale,American IPA,141,12
614,0.075,70,Jai Alai IPA Aged on White Oak,American IPA,141,12
617,0.055,25,Maduro Brown Ale,English Brown Ale,141,12
618,0.055,25,Maduro Brown Ale,American Brown Ale,141,12
620,0.072,75,Tocobaga Red Ale,American Amber / Red Ale,141,12
621,0.075,70,Jai Alai IPA,American IPA,141,12
622,0.05,18,Florida Cracker Belgian Wit,Witbier,141,12
630,0.067,60,Jacaranada Rye IPA,American IPA,320,16
631,0.06,75,Cascadian Dark Ale,American Black Ale,418,12
632,0.044,13,Wheat the People,American Pale Wheat Ale,418,16
633,0.047,17,Tybee Island Blonde,American Blonde Ale,415,12
634,0.062,55,Savannah Brown Ale,American Brown Ale,415,12
635,0.046,11,Rhode Island Blueberry,Kolsch,101,12
636,0.065,75,Newport Storm IPA,American IPA,101,12
637,0.052,24,Hurricane Amber Ale (2004),American Amber / Red Ale,101,12
638,0.052,24,Hurricane Amber Ale,American Amber / Red Ale,101,12
640,0.068,75,Des Moines IPA,American IPA,482,16
641,0.048,22,Capital Gold Golden Lager,German Pilsener,482,16
642,0.056,21,Farmer John's Multi-Grain Ale,American Blonde Ale,482,16
650,0.075,29,Crabtree Oatmeal Stout,Oatmeal Stout,515,16
651,0.077,71,Eclipse Black IPA,American Black Ale,515,16
652,0.06,46,Neomexicanus Native,American Pale Ale (APA),63,12
653,0.075,25,Old Soul,Belgian Strong Pale Ale,63,12
657,0.052,15,Lava Lake Wit,Witbier,63,12
659,0.052,25,Crazy Mountain Amber Ale,American Amber / Red Ale,63,12
660,0.065,65,Tropicalia,American IPA,247,12
662,0.049,25,Aviator Raspberry Blonde,American Blonde Ale,169,12
672,0.06,31,South Ridge Amber Ale,American Amber / Red Ale,472,16
673,0.052,23,Summertime Ale,Kolsch,472,16
681,0.05,15,The Tradition,American Blonde Ale,227,12
682,0.053,11,El Hefe Speaks,Hefeweizen,227,12
684,0.092,115,On the Wings of Armageddon,American Double / Imperial IPA,227,12
685,0.065,80,The Corruption,American IPA,227,12
694,0.063,37,Dead Armadillo Amber Ale,American Amber / Red Ale,330,12
696,0.075,33,Oak Cliff Coffee Ale,American Brown Ale,127,12
697,0.085,100,Dream Crusher Double IPA,American Double / Imperial IPA,127,12
700,0.048,25,Farmhouse Wit,Saison / Farmhouse Ale,127,16
702,0.052,23,Dallas Blonde,American Blonde Ale,127,12
703,0.07,70,Deep Ellum IPA,American IPA,127,12
704,0.045,44,Thrasher Session India Pale Ale,American IPA,283,12
705,0.05,16,Gutch English Style Mild Ale,English Pale Mild Ale,283,12
706,0.059,55,Chuli Stout,Irish Dry Stout,453,12
707,0.056,46,Mother Ale,American Blonde Ale,453,12
708,0.065,71,Twister Creek India Pale Ale,American IPA,453,12
709,0.058,46,Single Engine Red,Irish Red Ale,453,12
712,0.05,40,Mirror Pond Pale Ale,American Pale Ale (APA),454,12
713,0.052,16,Weissenheimer,Hefeweizen,57,12
714,0.049,22,Abbey's Single (2015- ),Abbey Single Ale,57,12
715,0.063,76,Vertex IPA,American IPA,57,12
716,0.05,12,Here Gose Nothin',Gose,57,12
718,0.096,85,Hoperation Overload,American Double / Imperial IPA,57,12
719,0.049,22,Abbey's Single Ale (Current),Abbey Single Ale,57,12
720,0.044,45,Bravo Four Point,American Pale Ale (APA),237,12
721,0.052,26,Striped Bass Pale Ale,American Pale Ale (APA),237,12
722,0.054,27,Deadicated Amber,American Amber / Red Ale,491,16
724,0.071,85,California Sunshine Rye IPA,American IPA,491,16
725,0.074,12,Full Boar Scotch Ale,Scotch Ale / Wee Heavy,491,16
727,0.065,72,Filthy Hoppin' IPA,American IPA,311,16
737,0.066,100,Hop Abomination,American IPA,496,12
738,0.051,17,Apricot Blonde,Fruit / Vegetable Beer,496,12
739,0.043,12,Dry Dock Hefeweizen,Hefeweizen,496,12
740,0.058,49,Dry Dock Amber Ale,American Amber / Red Ale,496,12
741,0.061,64,Category 3 IPA,American IPA,340,12
742,0.045,18,Dundee Summer Wheat Beer,American Pale Wheat Ale,538,12
744,0.078,74,Crank Yanker IPA,American IPA,369,16
749,0.078,74,Crank Yanker IPA (2011),American IPA,369,16
751,0.049,25,Dottie Seattle Lager,American Amber / Red Lager,516,16
758,0.043,60,Little Sister India Style Session Ale,American IPA,170,12
759,0.062,80,Country Boy IPA,American IPA,170,12
760,0.049,23,Blonde Czich,American Blonde Ale,26,16
761,0.07,61,White Reaper,Belgian IPA,26,16
765,0.054,48,General George Patton Pilsner,Czech Pilsener,26,16
771,0.05,32,Iron Horse Pale Ale,American Pale Ale (APA),335,12
772,0.045,19,Stone's Throw IPA,Scottish Ale,335,12
773,0.067,70,Wood Chipper India Pale Ale,American IPA,335,12
774,0.063,55,Trail Head,American Pale Ale (APA),224,12
775,0.07,80,Hop Stalker Fresh Hop IPA,American IPA,224,16
776,0.07,58,Sudice American Stout,American Stout,405,16
777,0.05,20,Parcae Belgian Style Pale Ale,Belgian Pale Ale,405,16
778,0.05,20,Norns Roggenbier,Roggenbier,405,16
779,0.05,20,Laimas Kolsch Style Ale,Kolsch,405,16
780,0.07,70,Moirai India Pale Ale,American IPA,405,16
781,0.075,53,Loki Red Ale,American Amber / Red Ale,201,16
784,0.075,53,Loki Red Ale (2013),American Amber / Red Ale,201,16
789,0.082,80,Second Fiddle,American Double / Imperial IPA,172,16
790,0.055,30,Hodad Porter,American Porter,172,16
792,0.055,45,Czech Yo Self,Czech Pilsener,36,12
793,0.048,20,FMB 101,Kolsch,36,12
795,0.08,80,Sobek & Set,American Black Ale,256,16
797,0.05,22,Wet Hot American Wheat Ale,American Pale Wheat Ale,256,16
799,0.08,72,Fascist Pig Ale,American Amber / Red Ale,256,16
804,0.045,47,Easy Jack,American IPA,48,12
805,0.075,75,Union Jack,American IPA,48,12
808,0.047,20,805,American Blonde Ale,48,12
810,0.05,27,Hinchtown Hammer Down,American Blonde Ale,16,16
811,0.06,104,Half Cycle IPA,American IPA,16,16
814,0.071,60,Snake Dog IPA,American IPA,521,12
815,0.047,28,Underdog Atlantic Lager,American Pale Lager,521,12
